dbn,school_name,school_type,fam_comm_ties_rating,trust_rating,pct_pos_fam_comm_ties,pct_pos_trust,pct_ell,pct_disabilities,pct_self_contained,economic_need_index,pct_temp_housing,pct_hra_eligible,pct_asian,pct_black,pct_hispanic,pct_white,student_attendance_rate
11X127,J.H.S. 127 The Castle Hill,Middle,0.25,0.75,0.82,0.88,0.132,0.195,0.042,0.776,0.2,0.688,0.322,0.22,0.406,0.026,0.935
11X144,J.H.S. 144 Michelangelo,Middle,0.75,1.0,0.91,0.94,0.107,0.252,0.109,0.792,0.202,0.722,0.064,0.588,0.305,0.039,0.9
11X153,P.S. 153 Helen Keller,Elementary,1.0,0.75,0.96,0.88,0.017,0.125,0.02,0.525,0.05,0.444,0.14,0.574,0.233,0.038,0.951
11X160,P.S. 160 Walt Disney,Elementary,0.75,0.5,0.91,0.74,0.045,0.29,0.117,0.531,0.105,0.464,0.021,0.602,0.323,0.015,0.942
11X169,Baychester Academy,Elementary,1.0,0.75,0.95,0.92,0.062,0.209,0.062,0.719,0.175,0.642,0.021,0.709,0.235,0.018,0.927
11X175,P.S. 175 City Island,K-8,1.0,0.75,0.96,0.92,0.035,0.202,0,0.468,0.064,0.391,0.045,0.09,0.394,0.442,0.95
11X178,P.S. 178 - Dr. Selman Waksman,Elementary,0.75,0.5,0.9,0.81,0.046,0.222,0.112,0.61,0.176,0.534,0.034,0.602,0.29,0.061,0.929
11X180,M.S. 180 Dr. Daniel Hale Williams,Middle,1.0,0.5,0.95,0.78,0.032,0.204,0.083,0.567,0.078,0.468,0.031,0.67,0.242,0.03,0.945
11X181,I.S. 181 Pablo Casals,Middle,0.75,0.75,0.88,0.9,0.036,0.236,0.071,0.649,0.098,0.546,0.051,0.604,0.272,0.037,0.932
11X189,Cornerstone Academy for Social Action,Elementary,1.0,1.0,0.95,0.95,0.041,0.249,0.132,0.84,0.205,0.777,0.006,0.519,0.419,0.026,0.921
11X194,P.S./M.S. 194,K-8,0.75,0.75,0.91,0.86,0.187,0.149,0.047,0.868,0.149,0.792,0.38,0.063,0.483,0.046,0.938
11X287,North Bronx School of Empowerment,Middle,0.5,0.25,0.85,0.77,0.135,0.266,0.105,0.884,0.258,0.812,0.039,0.572,0.352,0.02,0.89
11X326,Bronx Green Middle School,Middle,0.75,0.75,0.89,0.89,0.221,0.224,0.059,0.856,0.165,0.767,0.066,0.179,0.59,0.15,0.912
11X355,Bronx Alliance Middle School,Middle,0.75,0.75,0.9,0.86,0.063,0.243,0.1,0.852,0.22,0.79,0.027,0.62,0.347,0.003,0.918
11X357,Young Voices Academy of the Bronx,Elementary,1.0,1.0,0.95,0.94,0.213,0.152,0.008,0.806,0.208,0.684,0.126,0.082,0.638,0.147,0.934
11X370,Leaders of Tomorrow,Middle,0.75,0.75,0.88,0.87,0.138,0.315,0.105,0.881,0.226,0.821,0.012,0.59,0.373,0.014,0.911
11X462,Cornerstone Academy for Social Action Middle Schoo,Middle,0.5,0.75,0.87,0.88,0.023,0.237,0.027,0.774,0.136,0.696,0,0.611,0.358,0.016,0.918
11X468,Pelham Academy of Academics and Community Engageme,Middle,0.75,1.0,0.93,0.92,0.151,0.232,0.048,0.799,0.133,0.699,0.087,0.169,0.611,0.13,0.921
11X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,K-8,1.0,1.0,0.96,0.91,0.071,0.218,0.038,0.707,0.075,0.601,0.067,0.113,0.637,0.173,0.943
11X529,One World Middle School at Edenwald,Middle,0.75,1.0,0.92,0.94,0.061,0.279,0.026,0.755,0.157,0.672,0.049,0.561,0.346,0.009,0.926
11X532,Baychester Middle School,Middle,0.75,0.5,0.91,0.78,0.053,0.228,0.107,0.834,0.171,0.758,0.021,0.623,0.31,0.011,0.916
11X556,Bronx Park Middle School,Middle,0.75,1.0,0.9,0.95,0.205,0.183,0.044,0.865,0.254,0.76,0.074,0.188,0.61,0.114,0.9
11X566,Pelham Gardens Middle School,Middle,0.75,0.75,0.91,0.9,0.086,0.238,0.08,0.758,0.143,0.673,0.042,0.542,0.34,0.044,0.904
11X567,Linden Tree Elementary School,Elementary,0.75,0.75,0.94,0.83,0.3,0.27,0.022,0.847,0.243,0.76,0.177,0.147,0.64,0.022,0.909
12X006,P.S. 006 West Farms,Elementary,0.75,1.0,0.95,0.97,0.101,0.304,0.145,0.964,0.36,0.911,0.004,0.24,0.746,0.008,0.887
12X044,P.S. 044 David C. Farragut,Elementary,0.75,0.75,0.93,0.85,0.185,0.204,0.015,0.959,0.442,0.883,0.008,0.362,0.619,0.008,0.895
12X047,P.S. 047 John Randolph,Elementary,0.75,0.75,0.93,0.94,0.24,0.196,0.07,0.914,0.132,0.879,0.128,0.173,0.647,0.026,0.929
12X057,P.S. 057 Crescent,Elementary,0.75,0.5,0.94,0.79,0.184,0.257,0.106,0.947,0.277,0.892,0.015,0.249,0.682,0.024,0.886
12X061,P.S. 061 Francisco Oller,Elementary,1.0,1.0,0.96,0.94,0.118,0.221,0.046,0.949,0.24,0.84,0.008,0.183,0.791,0.004,0.92
12X066,P.S. 066 School of Higher Expectations,Elementary,0.75,0.5,0.91,0.82,0.152,0.244,0.088,0.946,0.377,0.872,0.015,0.274,0.679,0.024,0.899
12X067,P.S. 067 Mohegan School,Elementary,0.75,0.5,0.92,0.8,0.133,0.243,0.081,0.957,0.255,0.894,0.002,0.241,0.736,0.007,0.891
12X098,J.H.S. 098 Herman Ridder,Middle,0.75,0.75,0.93,0.9,0.357,0.286,0.117,0.922,0.308,0.838,0.034,0.252,0.68,0.011,0.85
12X129,M.S. 129 Academy for Independent Learning and Lead,Middle,0.75,1.0,0.93,0.93,0.135,0.264,0.105,0.936,0.253,0.874,0.031,0.235,0.706,0.018,0.914
12X134,P.S. 134 George F. Bristow,Elementary,1.0,1.0,0.95,0.94,0.177,0.205,0.078,0.941,0.208,0.886,0.016,0.392,0.546,0.024,0.892
12X150,P.S. 150 Charles James Fox,Elementary,0.75,0.75,0.94,0.91,0.247,0.242,0.123,0.93,0.325,0.838,0.007,0.203,0.762,0.024,0.903
12X190,E.S.M.T- I.S. 190,Middle,0.5,0.5,0.88,0.85,0.123,0.221,0.12,0.911,0.196,0.826,0.014,0.297,0.67,0.004,0.91
12X195,P.S. 195,Elementary,0.75,0.75,0.94,0.92,0.331,0.232,0.07,0.955,0.277,0.893,0.025,0.135,0.821,0.002,0.915
12X196,P.S. 196,Elementary,0.75,0.75,0.92,0.84,0.351,0.229,0.079,0.937,0.23,0.861,0.009,0.14,0.809,0.014,0.929
12X211,P.S. 211,K-8,0.5,0.25,0.88,0.67,0.196,0.224,0.044,0.945,0.211,0.886,0.002,0.132,0.851,0.006,0.952
12X212,P.S. 212,Elementary,0.75,0.75,0.92,0.89,0.31,0.194,0,0.967,0.342,0.916,0,0.265,0.716,0.006,0.911
12X214,P.S. 214,K-8,0.75,0.75,0.89,0.84,0.149,0.204,0.061,0.902,0.206,0.818,0.029,0.243,0.698,0.013,0.895
12X217,School of Performing Arts,Middle,0.75,0.5,0.95,0.76,0.159,0.298,0.133,0.928,0.354,0.85,0.006,0.336,0.611,0.015,0.904
12X242,Mott Hall V,Middle,0.75,0.75,0.88,0.84,0.207,0.333,0.12,0.937,0.157,0.88,0.05,0.187,0.76,0.003,0.935
12X267,Bronx Latin,Middle,0.75,0.75,0.91,0.86,0.174,0.264,0.116,0.898,0.207,0.822,0.017,0.174,0.781,0.021,0.915
12X273,Frederick Douglass Academy V. Middle School,Middle,0.5,0.5,0.8,0.7,0.164,0.245,0.095,0.927,0.255,0.855,0.023,0.341,0.609,0.009,0.893
12X286,Fannie Lou Hamer Middle School,Middle,0.75,0.75,0.92,0.89,0.164,0.246,0.107,0.903,0.261,0.814,0.011,0.246,0.714,0.025,0.92
12X300,The School of Science and Applied Learning,Elementary,1.0,1.0,0.96,0.94,0.156,0.322,0.128,0.944,0.308,0.89,0.005,0.339,0.64,0.012,0.902
12X314,Fairmont Neighborhood School,Elementary,0.75,0.5,0.93,0.77,0.157,0.357,0.143,0.942,0.243,0.879,0,0.361,0.621,0.014,0.915
12X316,Kappa III,Middle,0.75,0.75,0.92,0.87,0.098,0.274,0.093,0.9,0.16,0.819,0.021,0.256,0.708,0.003,0.925
12X318,"I.S. X318 Math, Science & Technology Through Arts",Middle,0.75,1.0,0.91,0.93,0.135,0.306,0.036,0.928,0.27,0.861,0.012,0.325,0.647,0.008,0.901
12X341,Accion Academy,Middle,0.75,0.75,0.89,0.88,0.304,0.233,0.114,0.941,0.301,0.866,0.01,0.185,0.785,0.015,0.909
12X383,Emolior Academy,Middle,0.75,0.75,0.89,0.9,0.207,0.22,0.088,0.908,0.216,0.832,0.04,0.238,0.649,0.04,0.887
12X458,Samara Community School,Elementary,1.0,1.0,0.99,0.98,0.207,0.263,0,0.863,0.198,0.733,0.005,0.12,0.871,0.005,0.941
12X463,Urban Scholars Community School,Elementary,1.0,1.0,0.96,0.95,0.168,0.31,0.187,0.963,0.306,0.914,0.019,0.463,0.5,0.007,0.932
12X531,Archer Elementary School,Elementary,1.0,0.75,0.95,0.87,0.238,0.322,0.157,0.893,0.255,0.826,0.131,0.238,0.575,0.026,0.894
12X536,P.S. 536,Elementary,1.0,0.75,0.95,0.89,0.196,0.209,0.146,0.883,0.176,0.796,0.093,0.236,0.626,0.025,0.912
12X691,Bronx Little School,Elementary,1.0,1.0,0.96,0.94,0.215,0.232,0.007,0.846,0.239,0.744,0.154,0.157,0.652,0.014,0.929
13K003,P.S. 003 The Bedford Village,Elementary,0.75,0.5,0.92,0.81,0.127,0.229,0.111,0.862,0.312,0.752,0.083,0.748,0.092,0.025,0.895
13K008,P.S. 008 Robert Fulton,K-8,1.0,0.75,0.95,0.88,0.028,0.119,0.001,0.178,0.021,0.137,0.064,0.137,0.128,0.585,0.948
13K009,P.S. 009 Teunis G. Bergen,Elementary,1.0,0.75,0.95,0.9,0.025,0.181,0.033,0.4,0.053,0.315,0.076,0.44,0.149,0.289,0.946
13K011,P.S. 011 Purvis J. Behan,Elementary,1.0,0.75,0.97,0.85,0.015,0.108,0.002,0.451,0.077,0.309,0.019,0.633,0.136,0.131,0.943
13K020,P.S. 020 Clinton Hill,Elementary,1.0,1.0,0.98,0.97,0.054,0.18,0.007,0.525,0.098,0.436,0.028,0.466,0.222,0.234,0.911
13K044,P.S. 044 Marcus Garvey,Elementary,0.75,0.75,0.95,0.92,0.092,0.312,0.128,0.92,0.202,0.881,0.009,0.817,0.138,0.037,0.879
13K046,P.S. 046 Edward C. Blum,Elementary,0.75,0.75,0.94,0.87,0.177,0.344,0.14,0.879,0.177,0.805,0.023,0.493,0.46,0.009,0.883
13K054,P.S. 054 Samuel C. Barnes,Elementary,1.0,0.75,0.97,0.89,0.141,0.209,0.006,0.861,0.158,0.785,0.056,0.554,0.339,0.017,0.896
13K056,P.S. 056 Lewis H. Latimer,Elementary,0.75,0.75,0.95,0.9,0.057,0.281,0.092,0.708,0.197,0.623,0.039,0.583,0.167,0.18,0.91
13K067,P.S. 067 Charles A. Dorsey,Elementary,1.0,1.0,0.96,0.98,0.09,0.372,0.171,0.948,0.327,0.899,0.04,0.628,0.291,0.025,0.894
13K093,P.S. 093 William H. Prescott,Elementary,1.0,1.0,0.97,0.93,0.104,0.244,0.1,0.914,0.174,0.866,0.209,0.677,0.09,0.005,0.863
13K113,M.S. 113 Ronald Edmonds Learning Center,Middle,0.75,0.75,0.95,0.91,0.05,0.312,0.134,0.869,0.204,0.808,0.061,0.638,0.259,0.017,0.916
13K133,P.S. 133 William A. Butler,Elementary,1.0,0.75,0.95,0.92,0.052,0.168,0.03,0.427,0.055,0.31,0.037,0.254,0.329,0.301,0.938
13K256,P.S. 256 Benjamin Banneker,Elementary,0.75,0.75,0.93,0.93,0.126,0.211,0.112,0.912,0.215,0.865,0.009,0.682,0.274,0.031,0.879
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Middle,1.0,0.75,0.94,0.89,0.078,0.433,0.133,0.937,0.244,0.844,0.022,0.667,0.278,0.022,0.904
13K266,M.S. K266 - Park Place Community Middle School,Middle,1.0,0.5,0.95,0.72,0.063,0.325,0.088,0.775,0.144,0.694,0.025,0.706,0.231,0.031,0.914
13K270,P.S. 270 Johann DeKalb,Elementary,0.75,0.75,0.92,0.83,0.083,0.375,0.135,0.92,0.198,0.875,0.042,0.656,0.271,0.01,0.891
13K282,P.S. 282 Park Slope,K-8,0.75,0.75,0.92,0.84,0.021,0.211,0.076,0.553,0.095,0.445,0.03,0.491,0.266,0.192,0.914
13K287,P.S. 287 Bailey K. Ashford,Elementary,0.75,0.5,0.94,0.74,0.07,0.297,0.023,0.922,0.18,0.891,0.063,0.641,0.227,0.031,0.887
13K301,Satellite East Middle School,Middle,1.0,0.5,0.96,0.72,0.128,0.287,0,0.89,0.245,0.851,0.085,0.67,0.17,0.043,0.886
13K305,P.S. 305 Dr. Peter Ray,Elementary,1.0,1.0,0.97,0.98,0.155,0.295,0.163,0.927,0.233,0.899,0.062,0.698,0.14,0.07,0.879
13K307,P.S. 307 Daniel Hale Williams,Elementary,0.75,0.5,0.92,0.82,0.034,0.381,0.241,0.835,0.189,0.741,0.03,0.558,0.305,0.076,0.9
13K313,Dock Street School for STEAM Studies,Middle,0.5,0.25,0.86,0.73,0.004,0.231,0.087,0.59,0.094,0.466,0.072,0.657,0.181,0.069,0.931
13K351,The Urban Assembly Unison School,Middle,1.0,0.75,0.96,0.9,0.075,0.354,0.05,0.819,0.174,0.739,0.025,0.82,0.137,0.012,0.901
13K492,Academy of Arts and Letters,K-8,1.0,0.75,0.96,0.86,0.006,0.22,0.002,0.282,0.011,0.167,0.059,0.297,0.153,0.396,0.956
13K527,Urban Assembly Institute of Math and Science for Y,Middle,0.75,0.75,0.91,0.9,0.049,0.161,0.015,0.831,0.146,0.771,0.117,0.673,0.132,0.054,0.921
13K691,Fort Greene Preparatory Academy,Middle,0.5,0.75,0.88,0.84,0.056,0.307,0.014,0.901,0.209,0.856,0.037,0.651,0.265,0.014,0.866
14K016,P.S. 016 Leonard Dunkly,Elementary,1.0,1.0,0.97,0.93,0.028,0.355,0.194,0.944,0.27,0.877,0,0.37,0.611,0.014,0.905
14K017,P.S. 017 Henry D. Woodworth,Elementary,1.0,1.0,0.96,0.97,0.218,0.358,0.125,0.775,0.107,0.72,0.011,0.048,0.845,0.089,0.911
14K018,P.S. 018 Edward Bush,Elementary,0.75,0.75,0.93,0.91,0.146,0.399,0.124,0.856,0.202,0.781,0.006,0.219,0.674,0.09,0.897
14K023,P.S. 023 Carter G. Woodson,Elementary,1.0,1.0,0.97,0.94,0.097,0.386,0.185,0.934,0.351,0.838,0.012,0.494,0.456,0.015,0.878
14K031,P.S. 031 Samuel F. Dupont,Elementary,1.0,1.0,0.96,0.94,0.076,0.153,0.015,0.67,0.304,0.414,0.093,0.053,0.44,0.395,0.94
14K034,P.S. 034 Oliver H. Perry,Elementary,1.0,0.75,0.97,0.92,0.189,0.153,0,0.375,0.024,0.273,0.024,0.053,0.204,0.705,0.943
14K050,J.H.S. 050 John D. Wells,Middle,1.0,1.0,0.96,0.97,0.176,0.299,0.056,0.865,0.179,0.784,0.012,0.207,0.753,0.019,0.92
14K059,P.S. 059 William Floyd,Elementary,1.0,1.0,0.98,0.94,0.086,0.306,0.096,0.939,0.289,0.884,0.02,0.538,0.412,0.01,0.885
14K071,Juan Morel Campos Secondary School,Middle,1.0,1.0,0.97,0.9,0.231,0.382,0.161,0.926,0.231,0.849,0,0.285,0.661,0.054,0.908
14K084,P.S. 084 Jose De Diego,K-8,1.0,0.75,0.97,0.88,0.133,0.194,0.011,0.582,0.119,0.489,0.028,0.06,0.625,0.232,0.927
14K110,P.S. 110 The Monitor,Elementary,0.75,0.75,0.94,0.94,0.083,0.104,0.002,0.324,0.013,0.209,0.066,0.017,0.187,0.715,0.946
14K120,P.S. 120 Carlos Tapia,Elementary,1.0,0.75,0.95,0.91,0.179,0.256,0.123,0.913,0.328,0.84,0.014,0.191,0.752,0.031,0.914
14K126,John Ericsson Middle School 126,Middle,0.75,0.75,0.93,0.87,0.092,0.266,0.092,0.843,0.152,0.762,0.005,0.214,0.688,0.092,0.908
14K132,P.S. 132 The Conselyea School,Elementary,1.0,0.75,0.96,0.88,0.072,0.149,0.026,0.53,0.048,0.416,0.067,0.148,0.334,0.419,0.935
14K147,P.S. 147 Isaac Remsen,Elementary,1.0,1.0,0.98,0.97,0.147,0.221,0.104,0.757,0.205,0.668,0.042,0.179,0.609,0.104,0.902
14K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,K-8,0.75,0.75,0.93,0.9,0.166,0.315,0.03,0.886,0.103,0.824,0.003,0.181,0.793,0.018,0.916
14K196,P.S. 196 Ten Eyck,Elementary,1.0,1.0,0.97,0.98,0.11,0.274,0.082,0.853,0.247,0.757,0.007,0.199,0.764,0.021,0.914
14K250,P.S. 250 George H. Lindsay,Elementary,0.75,0.75,0.95,0.84,0.122,0.174,0.054,0.856,0.171,0.761,0.176,0.131,0.678,0.009,0.919
14K257,P.S. 257 John F. Hylan,Elementary,1.0,1.0,0.97,0.99,0.146,0.294,0.194,0.889,0.183,0.806,0.007,0.215,0.759,0.013,0.921
14K297,P.S. 297 Abraham Stockton,Elementary,1.0,0.75,0.96,0.91,0.145,0.263,0.022,0.924,0.339,0.833,0,0.387,0.57,0.011,0.894
14K318,I.S. 318 Eugenio Maria De Hostos,Middle,0.75,0.75,0.9,0.91,0.055,0.18,0.08,0.706,0.072,0.602,0.078,0.168,0.568,0.178,0.944
14K380,P.S. 380 John Wayne Elementary,Elementary,1.0,0.75,0.96,0.87,0.213,0.281,0.14,0.857,0.15,0.752,0.012,0.198,0.683,0.108,0.931
14K414,Brooklyn Arbor Elementary School,Elementary,1.0,1.0,0.99,0.94,0.102,0.241,0.043,0.607,0.053,0.488,0.029,0.029,0.641,0.264,0.943
14K577,Conselyea Preparatory School,Middle,0.75,0.75,0.92,0.89,0.043,0.191,0.016,0.577,0.057,0.447,0.025,0.055,0.555,0.361,0.951
14K582,M.S. 582,Middle,0.75,0.75,0.92,0.9,0.126,0.33,0.099,0.867,0.238,0.769,0.01,0.241,0.718,0.017,0.907
14K586,Lyons Community School,Middle,1.0,1.0,0.94,0.92,0.081,0.277,0.017,0.921,0.185,0.85,0.023,0.376,0.572,0.029,0.878
14K614,Young Women's Leadership School of Brooklyn,Middle,0.25,0.5,0.8,0.82,0.051,0.261,0.032,0.837,0.185,0.752,0.019,0.51,0.446,0.013,0.916
15K001,P.S. 001 The Bergen,Elementary,1.0,0.75,0.96,0.87,0.423,0.194,0.043,0.883,0.062,0.827,0.073,0.01,0.883,0.03,0.948
15K010,"Magnet School of Math, Science and Design Technolo",Elementary,1.0,0.75,0.97,0.88,0.046,0.217,0.026,0.295,0.022,0.204,0.087,0.085,0.27,0.497,0.951
15K015,P.S. 015 Patrick F. Daly,Elementary,1.0,1.0,0.95,0.96,0.059,0.383,0.195,0.831,0.195,0.736,0.012,0.38,0.447,0.114,0.917
15K024,P.S. 024,Elementary,0.75,0.75,0.95,0.89,0.471,0.205,0,0.872,0.115,0.818,0.041,0.012,0.888,0.053,0.939
15K029,P.S. 029 John M. Harrigan,Elementary,1.0,1.0,0.98,0.97,0.032,0.154,0.002,0.118,0.001,0.081,0.048,0.026,0.111,0.743,0.96
15K032,P.S. 032 Samuel Mills Sprole,Elementary,1.0,0.75,0.96,0.87,0.045,0.284,0.027,0.443,0.096,0.362,0.096,0.221,0.226,0.405,0.936
15K038,P.S. 038 The Pacific,Elementary,1.0,0.75,0.95,0.9,0.052,0.151,0.06,0.568,0.104,0.464,0.184,0.329,0.232,0.186,0.917
15K039,P.S. 039 Henry Bristow,Elementary,1.0,0.75,0.97,0.86,0.041,0.124,0.002,0.167,0.002,0.085,0.08,0.044,0.087,0.769,0.959
15K051,M.S. 51 William Alexander,Middle,0.5,0.5,0.84,0.86,0.023,0.202,0.054,0.346,0.033,0.263,0.178,0.067,0.211,0.494,0.97
15K058,P.S. 058 The Carroll,Elementary,1.0,0.75,0.97,0.92,0.047,0.136,0.015,0.122,0.008,0.08,0.031,0.022,0.104,0.742,0.958
15K088,J.H.S. 088 Peter Rouget,Middle,0.75,0.75,0.9,0.9,0.139,0.234,0.055,0.778,0.095,0.692,0.196,0.126,0.567,0.1,0.935
15K094,P.S. 094 The Henry Longfellow,Elementary,0.75,1.0,0.95,0.92,0.486,0.094,0.024,0.947,0.051,0.899,0.697,0.002,0.282,0.016,0.97
15K107,P.S. 107 John W. Kimball,Elementary,1.0,1.0,0.97,0.95,0.027,0.156,0.004,0.106,0.011,0.065,0.091,0.042,0.109,0.735,0.953
15K118,The Maurice Sendak Community School,Elementary,1.0,0.75,0.97,0.91,0.018,0.15,0.003,0.166,0.003,0.095,0.095,0.104,0.119,0.593,0.949
15K124,P.S. 124 Silas B. Dutcher,Elementary,1.0,0.75,0.96,0.91,0.198,0.241,0.008,0.733,0.097,0.654,0.233,0.027,0.568,0.132,0.936
15K130,P.S. 130 The Parkside,Elementary,1.0,1.0,0.97,0.96,0.082,0.232,0.004,0.461,0.078,0.345,0.178,0.057,0.22,0.488,0.949
15K131,P.S. 131 Brooklyn,Elementary,1.0,0.75,0.96,0.9,0.32,0.208,0.04,0.906,0.095,0.829,0.346,0.011,0.55,0.084,0.95
15K136,I.S. 136 Charles O. Dewey,Middle,1.0,1.0,0.94,0.93,0.368,0.241,0.059,0.889,0.113,0.82,0.087,0.026,0.826,0.049,0.939
15K146,"The Brooklyn New School, P.S. 146",Elementary,1.0,1.0,0.98,0.99,0.045,0.323,0.009,0.368,0.019,0.253,0.047,0.181,0.23,0.414,0.944
15K154,The Windsor Terrace School,Elementary,1.0,1.0,0.98,0.96,0.033,0.192,0.002,0.172,0.009,0.111,0.069,0.031,0.176,0.661,0.961
15K169,P.S. 169 Sunset Park,Elementary,0.75,0.5,0.94,0.81,0.465,0.186,0.047,0.927,0.088,0.875,0.616,0.01,0.327,0.038,0.96
15K172,P.S. 172 Beacon School of Excellence,Elementary,1.0,1.0,0.97,0.98,0.264,0.348,0,0.695,0.02,0.591,0.076,0.041,0.734,0.141,0.949
15K230,P.S. 230 Doris L. Cohen,Elementary,1.0,1.0,0.96,0.96,0.265,0.191,0.045,0.768,0.208,0.676,0.46,0.018,0.334,0.169,0.949
15K261,P.S. 261 Philip Livingston,Elementary,1.0,0.75,0.97,0.93,0.045,0.198,0.012,0.368,0.051,0.285,0.077,0.203,0.195,0.471,0.938
15K295,P.S. 295,Elementary,1.0,0.75,0.96,0.88,0.098,0.338,0.005,0.514,0.071,0.391,0.096,0.076,0.404,0.369,0.945
15K321,P.S. 321 William Penn,Elementary,1.0,1.0,0.98,0.99,0.022,0.144,0.001,0.074,0.002,0.043,0.06,0.028,0.062,0.766,0.959
15K418,The Children's School,Elementary,1.0,0.5,0.97,0.83,0.012,0.105,0,0.303,0.012,0.178,0.14,0.039,0.147,0.628,0.957
15K442,M.S. 442 Carroll Gardens School for Innovation,Middle,0.75,0.75,0.88,0.91,0.036,0.348,0.003,0.374,0.033,0.275,0.089,0.146,0.295,0.434,0.948
15K443,New Voices School of Academic & Creative Arts,Middle,0.75,0.75,0.88,0.91,0.017,0.221,0,0.322,0.021,0.233,0.064,0.074,0.295,0.528,0.952
15K447,The Math & Science Exploratory School,Middle,0.75,0.75,0.93,0.91,0.011,0.244,0,0.28,0.017,0.193,0.11,0.114,0.204,0.532,0.965
15K448,Brooklyn Collaborative Studies,Middle,1.0,0.75,0.93,0.89,0.044,0.353,0.01,0.638,0.125,0.522,0.02,0.285,0.407,0.254,0.899
15K464,Park Slope Collegiate,Middle,0.5,0.75,0.86,0.82,0.068,0.252,0.016,0.506,0.068,0.416,0.048,0.264,0.352,0.308,0.935
15K497,The Boerum Hill School for International Studies,Middle,0.75,0.75,0.87,0.87,0.048,0.201,0,0.371,0.057,0.259,0.032,0.227,0.195,0.474,0.945
15K516,Sunset Park Avenues Elementary School,Elementary,1.0,1.0,0.97,0.95,0.384,0.277,0.034,0.833,0.114,0.727,0.15,0.005,0.777,0.068,0.948
15K676,Red Hook Neighborhood School,Elementary,0.5,0.75,0.88,0.84,0.153,0.432,0.117,0.989,0.306,0.946,0.027,0.459,0.495,0.009,0.861
15K821,Sunset Park Prep,Middle,0.5,0.75,0.86,0.9,0.189,0.236,0.021,0.896,0.083,0.839,0.189,0.023,0.756,0.032,0.955
15K839,M.S. 839,Middle,0.75,0.75,0.92,0.9,0.023,0.29,0.003,0.455,0.061,0.351,0.107,0.136,0.249,0.461,0.951
16K005,P.S. 005 Dr. Ronald McNair,Elementary,0.75,0.5,0.95,0.75,0.049,0.433,0.22,0.898,0.366,0.811,0,0.835,0.134,0.03,0.877
16K021,P.S. 021 Crispus Attucks,Elementary,1.0,1.0,0.97,0.94,0.022,0.25,0.075,0.802,0.152,0.709,0.006,0.864,0.1,0.026,0.908
16K025,P.S. 025 Eubie Blake School,Elementary,0.75,0.75,0.94,0.89,0.187,0.213,0.013,0.953,0.267,0.933,0.04,0.533,0.333,0.067,0.862
16K026,P.S. 026 Jesse Owens,Elementary,1.0,1.0,0.98,0.96,0.044,0.237,0.075,0.808,0.219,0.715,0.018,0.671,0.241,0.061,0.888
16K028,P.S. 028 The Warren Prep Academy,Elementary,1.0,0.75,0.96,0.82,0.047,0.34,0.123,0.933,0.226,0.877,0.019,0.802,0.16,0.019,0.884
16K035,M.S. 035 Stephen Decatur,Middle,1.0,1.0,0.98,0.95,0.031,0.302,0.107,0.875,0.227,0.813,0.009,0.836,0.133,0.013,0.909
16K040,P.S. 040 George W. Carver,Elementary,1.0,1.0,0.96,0.98,0.108,0.22,0.095,0.911,0.25,0.824,0.041,0.672,0.226,0.024,0.905
16K057,J.H.S. 057 Whitelaw Reid,Middle,0.75,0.5,0.9,0.8,0.081,0.344,0.1,0.921,0.275,0.875,0.019,0.625,0.313,0.025,0.882
16K081,P.S. 081 Thaddeus Stevens,Elementary,0.75,0.75,0.94,0.91,0.081,0.378,0.215,0.905,0.285,0.837,0.037,0.593,0.317,0.02,0.878
16K243,P.S. 243K- The Weeksville School,Elementary,0.75,0.75,0.96,0.91,0.067,0.34,0.096,0.938,0.254,0.885,0.033,0.703,0.239,0.005,0.894
16K262,P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,Elementary,1.0,0.75,0.98,0.9,0.028,0.194,0.069,0.846,0.25,0.785,0.007,0.819,0.139,0.028,0.895
16K267,"M.S. 267 Math, Science & Technology",Middle,1.0,1.0,0.95,0.94,0.042,0.36,0.021,0.869,0.208,0.801,0.004,0.75,0.195,0.017,0.871
16K308,P.S. 308 Clara Cardwell,K-8,0.75,0.75,0.92,0.85,0.049,0.313,0.143,0.914,0.379,0.844,0.027,0.759,0.183,0.009,0.881
16K309,P.S. 309 The George E. Wibecan Preparatory Academy,Elementary,1.0,0.75,0.96,0.81,0.069,0.272,0.11,0.871,0.295,0.786,0.023,0.601,0.341,0.006,0.91
16K335,P.S. 335 Granville T. Woods,Elementary,0.75,0.75,0.95,0.94,0.075,0.305,0.135,0.937,0.29,0.87,0,0.73,0.235,0.025,0.899
16K627,Brighter Choice Community School,Elementary,0.75,1.0,0.94,0.95,0.055,0.241,0.095,0.805,0.221,0.696,0.012,0.613,0.328,0.036,0.903
16K628,Brooklyn Brownstone School,Elementary,1.0,1.0,0.97,0.97,0.012,0.227,0,0.627,0.08,0.462,0.02,0.725,0.127,0.096,0.938
16K681,Madiba Prep Middle School,Middle,1.0,1.0,0.96,0.91,0.061,0.369,0.14,0.882,0.274,0.827,0.022,0.709,0.24,0.017,0.913
